accession,pubmed_ids,dois,pmcids
PXD027617,[34592107],10.1021/jacs.1c07850,PMC10793965
PXD027622,,10.1021/ACS.JPROTEOME.1C00728,
PXD027623,[34559566],10.1126/sciadv.abf8653,PMC8462899
PXD027624,[35134296],10.1021/acs.analchem.1c04746,
PXD027626,[38205347],10.1016/j.jacbts.2023.05.010,PMC10774582
PXD027627,[34933133],10.1016/j.jprot.2021.104457,
PXD027636,[36447390],10.1093/nar/gkac878,PMC9756948
PXD027639,[34951965],10.1016/j.molcel.2021.11.033,PMC8818041
PXD027640,[35557691],10.1021/acsomega.2c00368,PMC9088918
PXD027641,[35150638],10.1016/j.chom.2022.01.006,PMC8776496
PXD027650,[36228757],10.1016/j.toxicon.2022.106937,PMC9901210
PXD027654,[35087415],10.3389/fphys.2021.753291,PMC8787266
PXD027661,[37095530],10.1186/s40168-023-01506-0,PMC10124008
PXD027664,[34939086],10.1093/glycob/cwab108,PMC8966476
PXD027669,[34660580],10.3389/fcell.2021.718066,PMC8514984
PXD027670,,10.1038/S41467-023-43825-8,
PXD027674,[34490218],10.3389/fchem.2021.736788,PMC8417805
PXD027700,[34639174],10.3390/ijms221910833,PMC8509473
PXD027703,[34496567],10.1021/acs.jproteome.1c00399,
PXD027704,[35831314],10.1038/s41467-022-31809-z,PMC9279285
PXD027705,[35587358],10.1083/jcb.202201036,PMC9123286
PXD027708,[34543624],10.1016/j.jbc.2021.101205,PMC8511950
PXD027711,,10.1073/PNAS.2306338120,
PXD027712,[34481949],10.1016/j.mcpro.2021.100144,PMC8477212
PXD027713,,10.1073/PNAS.2109326119,
PXD027716,[37546987],10.1101/2023.07.24.549965,PMC10402109
PXD027720,,10.1021/ACS.JPROTEOME.2C00340,
PXD027721,[34347306],10.1111/pce.14160,
PXD027723,[34638522],10.3390/ijms221910183,PMC8508491
PXD027724,[34687701],10.1016/j.jbc.2021.101323,PMC8577114
PXD027727,[35472331],10.1016/j.jbc.2022.101979,PMC9127577
PXD027729,[35306933],10.1080/14756366.2022.2045590,PMC8942522
PXD027733,[36786055],10.1242/dmm.049863,PMC10067442
PXD027734,[35635656],10.1007/s00018-022-04345-8,PMC9151573
PXD027741,[34935839],10.1039/d1mo00335f,PMC9066772
PXD027742,,10.1038/S42003-022-03095-4,
PXD027743,[36115835],10.1038/s41467-022-33018-0,PMC9482650
PXD027744,,10.3390/CELLS10092367,
PXD027745,[35362542],10.3892/mmr.2022.12704,PMC8985202
PXD027746,[34712237],10.3389/fimmu.2021.749597,PMC8546176
PXD027747,[34876572],10.1038/s41467-021-27416-z,PMC8651690
PXD027748,[35188560],"10.1093/nar/gkac106,10.1093/NAR/GKAC106",PMC8934623
PXD027749,,10.1038/S42003-022-03315-X,
PXD027750,,10.1038/S41467-022-31905-0,
PXD027751,[37551060],10.1002/prca.202300021,
PXD027753,[35592704],10.1016/j.fochms.2022.100111,PMC9110896
PXD027758,,10.1038/S41589-022-01074-8,
PXD027759,[34795231],10.1038/s41467-021-26807-6,PMC8602451
PXD027762,,10.1038/S41589-022-01074-8,
PXD027764,[35864333],10.1038/s41589-022-01074-8,
PXD027765,[34443691],10.3390/molecules26165100,PMC8398202
PXD027766,[35580925],10.1136/jitc-2021-003733,PMC9114951
PXD027769,[35864335],10.1038/s41589-022-01062-y,PMC9512703
PXD027772,[34796900],10.1242/dmm.049285,PMC8688409
PXD027773,[34679670],10.3390/antiox10101535,PMC8533122
PXD027774,[34988080],10.3389/fcell.2021.788117,PMC8721104
PXD027778,[35562408],10.1038/s42003-022-03359-z,PMC9106746
PXD027779,[35253411],10.1002/cac2.12280,PMC9017755
PXD027780,,10.1038/S41467-022-34407-1,
PXD027781,[34567029],10.3389/fpls.2021.714847,PMC8457146
PXD027782,,10.1016/J.CHEMBIOL.2023.07.001,
PXD027783,[34762162],10.1007/s00604-021-05074-8,PMC10165959
PXD027786,[34736896],10.1016/j.jbc.2021.101375,PMC8633583
PXD027787,[34799735],"10.1038/s41589-021-00907-2,34799735",PMC8607797
PXD027788,[35106611],10.1007/s00216-022-03885-z,PMC9393048
PXD027789,,10.1038/S41589-022-01074-8,
PXD027791,[36702456],10.1093/bioinformatics/btad058,PMC9913042
PXD027792,[35793904],10.1261/rna.079258.122,PMC9380746
PXD027795,[35559678],10.1126/sciadv.abl8834,PMC9106302
PXD027799,[34524823],10.1021/acs.jproteome.1c00443,PMC9392872
PXD027800,,10.1371/JOURNAL.PCBI.1010420,
PXD027802,[35254899],10.1073/pnas.2119899119,PMC8931355
PXD027803,[35405272],10.1016/j.matbio.2022.03.010,
PXD027806,[35254899],10.1073/pnas.2119899119,PMC8931355
PXD027807,[35254899],10.1073/pnas.2119899119,PMC8931355
PXD027808,[35254899],10.1073/pnas.2119899119,PMC8931355
PXD027817,[34676182],10.2147/jhc.s325629,PMC8520450
PXD027819,[34907205],10.1038/s41467-021-27588-8,PMC8671412
PXD027823,[35405272],10.1016/j.matbio.2022.03.010,
PXD027825,,10.1038/S42003-021-02580-6,
PXD027827,[35405272],10.1016/j.matbio.2022.03.010,
PXD027837,[34718744],10.1093/nar/gkab898,PMC8599886
PXD027838,,10.1016/J.OMTN.2022.08.031,
PXD027841,[34535749],10.1038/s42003-021-02619-8,PMC8448870
PXD027844,[34769214],10.3390/ijms222111782,PMC8584006
PXD027854,[35198895],10.1016/j.isci.2022.103842,PMC8850796
PXD027857,[34534453],10.1016/j.neuron.2021.08.016,PMC8457040
PXD027859,[34638844],10.3390/ijms221910503,PMC8508920
PXD027862,,10.1073/PNAS.2205608119,
PXD027863,[34841231],10.1016/j.isci.2021.103392,PMC8605339
PXD027864,[34664012],10.3389/fneur.2021.713293,PMC8519730
PXD027867,[34445425],10.3390/ijms22168711,PMC8395861
PXD027870,[36506101],10.3389/fcell.2022.818141,PMC9729784
PXD027871,[34884803],10.3390/ijms222312999,PMC8658033
PXD027872,[36220102],10.1016/j.molcel.2022.09.019,PMC10300651
PXD027873,[34499924],10.1016/j.jbc.2021.101175,PMC8421091
PXD027875,[35314194],10.1016/j.jbc.2022.101849,PMC9052158
PXD027877,[35122074],10.1038/s43018-021-00326-1,PMC7612546
PXD027878,[34503159],10.3390/cancers13174349,PMC8431441
PXD027882,[34604175],10.3389/fchem.2021.747236,PMC8479162
PXD027886,,10.1016/J.CHEMBIOL.2022.01.003,
PXD027887,[34582793],10.1016/j.molcel.2021.09.007,PMC7612807
PXD027888,[34685602],10.3390/cells10102622,PMC8533815
PXD027890,[34975397],10.3389/fnmol.2021.754762,PMC8716926
PXD027892,[36524729],10.1111/tpj.16063,PMC10107253
PXD027893,[34510746],10.1002/prca.202100022,
PXD027894,[34853303],10.1038/s41467-021-27192-w,PMC8636641
PXD027895,[34638903],10.3390/ijms221910564,PMC8508832
PXD027896,[34853303],10.1038/s41467-021-27192-w,PMC8636641
PXD027900,[34645797],10.1038/s41419-021-04232-3,PMC8514558
PXD027901,[34378239],10.1002/glia.24072,
PXD027902,[34575465],10.3390/pharmaceutics13091392,PMC8466286
PXD027903,,10.7554/ELIFE.73466,
PXD027904,[35028529],10.1016/j.isci.2021.103635,PMC8741497
PXD027905,[35041463],10.1126/scisignal.abi9869,PMC9082328
PXD027906,[34671346],10.3389/fimmu.2021.722816,PMC8521035
PXD027909,[36842071],10.1021/acsnano.2c10961,PMC10100553
PXD027912,[34967612],10.1021/acs.analchem.1c04174,PMC8829824
PXD027914,,10.1152/AJPRENAL.00322.2021,
PXD027919,[34853303],10.1038/s41467-021-27192-w,PMC8636641
PXD027922,[35065288],10.1016/j.jprot.2022.104487,
PXD027923,[34576018],10.3390/ijms22189855,PMC8471234
PXD027934,[36868234],10.1016/j.devcel.2023.02.005,PMC10023510
PXD027937,[36077090],10.3390/ijms23179687,PMC9455973
PXD027938,[36077090],10.3390/ijms23179687,PMC9455973
PXD027940,,10.1111/TPJ.15925,
PXD027944,[34900996],10.3389/fcell.2021.750771,PMC8655878
PXD027945,[34585113],10.1016/j.isci.2021.103062,PMC8456054
PXD027949,"[31777917, 31408619, 23748837, 30940768, 31995759]","10.1093/nar/gkz1051,10.1016/j.ccell.2019.07.003,10.1016/J.MCPRO.2022.100243,10.1039/c3mb00009e,10.1126/scisignal.aat8388,10.1016/j.celrep.2019.12.061","PMC6943135,PMC7194031"
PXD027953,[35609787],10.1016/j.mcpro.2022.100249,PMC9234706
PXD027954,[34847623],10.1002/anie.202111085,PMC9306725
PXD027961,[34615347],10.1021/acs.analchem.1c01722,
PXD027962,[34638657],10.3390/ijms221910314,PMC8508927
PXD027966,[35355014],10.1038/s41586-022-04598-0,PMC8986528
